Sample ID,Nu Cluster,Type,Latitude,Longitude,Depth (m),Elevation,Distance to land (km),MAAT,pH,744,1302,1300,1298,1296,1292,1292',1050-5,1050-6,1048-5,1048-6,1036-5,1036-6,1034-5,1034-6,1032-5,1032-6,1022,1020,1018
BB,Marine-type,C,-16.48073333,-151.7135167,26.1,0,0.351149197,26.44499984,NA,2375066.5,654830,155353,162231,94160.5,1727147.5,38121.5,35243.5,38270,1164,589,106018.5,102830,15103.5,10475.5,2553.5,2398,306652.5,80042.5,59823
BKO1,Peat-type,C,33.20173,-79.25938,19,0,4.996461328,20.7925485,NA,7913338,789356,161233,239272,52310,445217,43752,224481,252713,10095,10773,2904989,1381407,203467,0,130762,0,9416260,637480,321529
BLK1,Peat-type,C,41.75698,-70.75202,5.8,0,2.48987877,8.820339123,NA,575857,1369980,94966,62859,11291,122071,2979,313326,116031,4965,6664,1752807,659527,96474,41503,28815,0,3601743,414502,80991
CAT5,Marine-type,C,16.66763,-88.19146,12,0,0.633994453,27.8593998,NA,275387,619244,157529,180073,103511,2532403,56549,21620,27818,0,0,120814,125240,21380,17837,1891,3105,578679,177927,102478
DAK,Marine-type,C,18.28721,-65.28277,2.4,0,0.078252387,27.00440598,NA,8342992,949678,126629,148322,28840,1055780,31094,41854,82047,0,0,192641,239401,35062,20878,3390,2479,738116,218374,105553
EEE,Marine-type,C,18.29788,-65.28075,11.9,0,0.326809902,27.00440598,NA,4440159,1080331,276406,256394,99053,2830407,74653,28698,85135,1820,6501,280169,340423,58797,72852,4314,16379,1275948,742074,545662
FISH1,Marine-type,C,41.28548,-71.98455,15,0,0.452836728,12.37844038,NA,4312360,178992,22088,26278,1804,24834,2754,84609,28710,2136,1363,368430,144762,33075,9658,157,16165,782002,100425,25783
FOP1,Lake-type,L,41.04039,-71.94952,8.38,3,0,12.37844038,NA,6187212,584942,5583,4848,490,10376,288,208903,114637,9320,8716,466648,299264,126068,75613,16441,3136,468326,152052,29296
FSM3,Marine-type,C,16.67336,-88.18948,12,0,0.33052331,27.8593998,NA,289280,597123,149263,169307,99601,2073418,54048,29917,37009,0,0,167560,184027,29579,18248,1865,2730,910935,258266,137473
GAUL2,Marine-type,C,47.60982,-55.89985,4.68,0,0.049397539,4.538416415,NA,458633,1649227,46561,24864,11802,2255925,10565,58133,22288,5967,3825,104152,0,55476,0,6216,3128,201948,56652,24156
HUA,Marine-type,C,-16.7659,-150.9961833,38.7,0,0.076511534,26.13351843,NA,6487255,1561710,623707,720680,235840,6193933,157737,34582,58285,0,0,138796,168936,34019,38694,5495,16287,497704,277765,200757
LGN3,Marine-type,C,16.63088,-88.20798,17.3,0,0.169971524,27.8593998,NA,978915,1792550,342867,417815,174820,4341245,115474,71278,97327,0,0,392054,399056,79963,58886,7762,8538,2080969,656780,365442
MASC,Marine-type,C,49.88472,-56.45292,71.2,0,0.182352121,2.901498857,NA,506318,2359142,62114,24280,15178,2896121,12583,97563,41914,6902,3954,175161,64095,58796,16857,12374,5923,263355,46105,17219
MH1,Marine-type,C,49.63657,-54.6322,59,0,0.133434907,1.441821996,NA,239393,1091617,29739,11422,6925,1093136,4836,37931,13294,4485,3644,55823,22338,48213,0,4847,2205,92506,47177,18789
MNT3,Marine-type,C,16.65312,-88.19878,6,0,0.207573938,27.8593998,NA,267056,393350,92590,135894,76121,1395545,33333,13394,24259,0,0,99652,98798,13632,10407,680,1163,507042,128465,61714
MV,Marine-type,C,41.31638,-70.56617,17,0,3.44689702,11.05462805,NA,4877958,2279168,156999,45717,11593,2425512,16358,173609,178977,18793,26516,169718,156311,146302,138534,17549,39142,385344,227063,101195
NAG,Marine-type,C,53.6394,-166.85895,48.5,0,0.238631784,4.038869682,NA,4968437,1101900,31765,17395,6941,945848,3583,72701,27532,3422,5180,71148,32951,27621,12247,3391,953,88557,23018,7691
NOR1,Marine-type,C,16.68637,-88.18784,6,0,1.279900286,25.39956478,NA,563977,799085,137147,169655,87814,2358018,57943,47271,50684,1332,1047,239907,249042,45339,37665,3501,6078,1052843,340476,217999
QST,Marine-type,C,41.53935,-70.65971667,7.2,0,0.105838114,11.05575418,NA,1948950,1032786,74009,53505,7864,540838,6172,295548,255405,26373,33574,718795,483103,253875,115770,24322,27355,1389592,699190,300949
SAH,Lake-type,C,29.99447,-84.42401,2.4,0,0.808617473,30.34780025,NA,135870,672753,22845,23396,7181,9955,317,18488,5109.1,738,1098,194865,102168,15430,8292,2207,0,1512445,116670,21955
SKAN,Marine-type,C,53.61258333,-167.04915,65,0,0.287861017,4.880215509,NA,5457753,1073808,41858,12444,6546,996709,4028,16923,12485,1737,2043,13480,11332,20680,6281,1470,846,26959,16665,6353
Bear,Lake-type,L,40.776,-106.633,6,3164,0,0.516666667,NA,3330491,230905,4493,1619,378,11646,52,1525132,488719,22871,9098,704040,418158,76604,38738,8831,1694,377389,31221,7358
Beaver,Lake-type,L,40.753,-106.686,5.5,3164,0,0.729166667,NA,553625,427298,4722,740,0,749,0,544866,124063,7046,3172,335627,163673,39698,11018,4882,0,227429,20238,2353
BHM5cm,Lake-type,L,44.39,-107.38,5.8,2811,0,0.215,NA,2278433,2044658,13960,2558,976,11160,531,1611207,287184,20846,6794,1346859,562328,184925,48975,24977,0,879364,90752,14746
BHM10m,Lake-type,L,44.65,-107.45,1.78,2836,0,0.9975,10,1891981,582864,12297,13357,4203,78356,3023,670527,171621,5684,4260,981763,482342,49690,22393,19842,0,928043,66078,9286
BHM20m,Lake-type,L,44.65,-107.45,0.95,2836,0,0.9975,10,505529,69462,19526,22089,6314,140815,4717,151661,36267,1102,672,298321,128715,13943,11171,2417,0,327096,31432,3421
BHM40m,Lake-type,L,44.65,-107.45,1.16,2836,0,0.9975,10,567754,120591,16119,19141,9017,131592,14522,242480,29645,2003,1631,427019,126951,31017,10936,12869,0,406714,43521,17781
BTM11M,Lake-type,L,44.94,-109.5,1,2967,0,-0.895833333,NA,531997,112361,15669,10876,2718,95372,1160,341425,125622,3608,3328,323919,226308,23447,20734,3740,0,285906,27113,4136
BTM21M,Lake-type,L,44.94,-109.5,1.4,2967,0,-0.895833333,NA,1960738,436496,12425,3449,479,9936,0,1392563,399841,19243,21139,1221482,730540,92421,42004,11540,0,936109,68234,11181
BTM39M,Lake-type,L,44.94,-109.5,2.5,2967,0,-0.895833333,NA,2195939,681871,22833,3700,647,8088,0,1863212,495645,29208,28999,1664043,1004437,136174,40231,15649,0,1266185,97562,15694
Elk,Lake-type,L,40.902,-106.673,5.73,3145,0,0.0925,NA,580071,1340198,23974,4993,633,14843,179,1680706,531101,14178,17135,1370881,617996,67663,70366,14787,0,899319,53918,12466
GEM,Lake-type,L,40.881,-106.734,6.5,3103,0,0.155833333,NA,2031994,774042,10190,2226,0,4188,0,1158852,328141,9113,18309,831079,442419,139950,56137,20587,1698,514984,76461,20646
HIDDANNEX,Lake-type,L,40.506,-106.617,6.03,2810,0,2.290833333,NA,567071,1464674,9445,2379,565,6060,219,638229,361880,11235,9283,812194,429363,91673,58342,11596,430,563862,63891,7758
Rain,Lake-type,L,40.648,-106.624,5.8,3002,0,1.771666667,NA,11826023,159978,8376,3641,527,19603,189,939187,194203,13060,5129,800928,337000,85717,32582,16757,0,481998,49155,11624
RoundMtn,Lake-type,L,40.584,-106.678,3.5,3017,0,1.269166667,NA,1335870,3521001,14167,2392,398,8124,0,2356973,686168,22965,14440,2520866,1119855,119873,52460,10194,1473,1528587,59755,7931
Seven,Lake-type,L,40.896,-106.681,5.75,3276,0,-0.030833333,NA,4866236,925096,37998,8445,506,43572,783,4566281,887162,52251,33185,3286759,1681540,208816,108842,23002,2086,2330637,125301,21121
Teal,Lake-type,L,40.583,-106.608,13.09,2692,0,2.665833333,NA,3069853,5848531,32333,10559,1930,0,0,2281438,626558,27378,22633,3193704,1315363,283202,157568,44129,3567,2344761,254574,44415
Whale,Lake-type,L,40.556,-106.675,11.48,3061,0,1.355833333,NA,2968249,2529990,55940,11039,2358,56476,1604,6551620,1858288,90908,65728,5501514,2402968,266381,304715,55403,10679,3163456,200143,36981
QSW1,Lake-type,C,41.7562,-70.60355,7.78,0,0.592443092,10.24,NA,649877,1288878,96330,51573,8869,76511,948,868839,218380,11690,13171,3575796,1182572,165324,75290,0,0,5944403,472185,87719
RP8,Lake-type,L,41.8862,-70.69475,5.7,32,0,9.799166667,4.9,308810,1772675,141882,143307,16489,31275,580,504349,225535,29398,17476,1750474,965692,496501,198512,0,0,2522196,824177,136475
SUN1,Lake-type,L,41.64488,-76.69784,3,634,0,7.239166667,NA,283440,865862,29291,18829,5603,12302,91,279103,60944,2219,3598,1284298,0,61270,14238,0,0,2414282,188035,34009
STEAL,Lake-type,C,30.4628,-85.89494,2.2,0,16.88603519,19.28916667,NA,996407,816167,26455,20036,6458,42435,3457,258913,137330,15569,12772,965397,497545,307519,139653,36864,7851,1987792,571076,113262
JACK,Lake-type,C,31.00011667,-86.32276667,7.8,78,55.68455546,18.95,NA,571660,423018,24504,21965,6603,100322,2071,69463,31976,1740,1996,580614,225136,37207,19976,0,0,2383079,299334,72572
TONIC,Lake-type,C,30.568883,-85.54958333,11.2,43,28.55210895,19.16833333,NA,547727,456382,44686,37382,12464,181587,3317,49186,23429,2432,2974,308319,121146,20138,8415,0,0,1377659,134110,28673
RAT,Lake-type,C,30.459483,-85.56696667,5.564,12,16.26049639,19.48333333,NA,516467,235354,20701,20707,5407,59050,2172,18877,19312,0,1538,179152,95047,18437,15279,7033,0,759068,180266,55055
LRAT,Lake-type,C,30.462533,-85.573517,2.725,10,16.53128137,19.48333333,NA,6493519,4424166,402221,316179,49948,339345,8376,311795,216408,9574,26361,3098958,1072626,139093,84697,52284,0,18406273,1436219,411303
HLP,Lake-type,C,30.52515,-85.85548,3.7,5,23.78963267,19.19416667,NA,305752,905151,60695,53178,15366,14130,300,82838,55843,2250,4029,736707,278739,32447,13147,0,0,4672324,332769,56439
FPL,Lake-type,C,30.5358,-85.87165,3.695,7,24.9061927,19.18583333,NA,638214,2923703,151347,167163,105474,182263,4592,119365,65550,0,0,1275028,474165,50700,41848,0,0,9000336,504719,93175
FLR,Lake-type,L,30.69115,-91.41861,2,4,0,19.77,NA,964466,574777,15131,9334,1573,21003,2265,145306,176784,20561,28834,493968,605269,289294,346725,36932,24445,829098,593329,122916
BRU2,Lake-type,L,31.96312,-91.20163,3.9,18,0,18.65666667,NA,2827514,205653,3116,2158,284,5261,401,55166,60185,8746,8161,136763,159108,105128,91301,9466,3554,184882,134629,21016
O,Lake-type,L,60.4,-144.28,32,61,0,3.932125243,NA,379291,68259,13792,5355,972,77495,869,672627,175102,12568,2587,311075,141605,49251,16390,16127,326,262588,26387,13478
11-Cl-4b,Lake-type,L,60.53,-145.46,4.8,32,0,4.587916891,NA,286444,232682,41168,12817,3182,78181,1000,1674097,316610,13876,6184,1850041,482764,159479,49904,46658,1884,1468904,141750,61653
Cub,Lake-type,L,60.58,-152.36,34,30,0,2.057541683,NA,1543535,763224,96886,39441,6765,118384,5362,2329308,568219,54993,23676,3011262,750556,190513,68566,41131,53687,3170636,252366,41379
M,Lake-type,L,57.2,-157.34,33.7,23,0,2.695000095,4.5,318886,65004,11656,11554,5163,28500,502,80304,7461,651,432,111414,3260,3102,575,5,959,61210,5122,658
Q,Lake-type,L,51.94,-176.64,26,-17,0,4.366625222,NA,449219,101950,31861,15429,4720,122314,1212,378062,190610,5351,9925,271253,237697,33146,50697,8332,4028,250299,33454,12238
T,Lake-type,L,61.05,-146.35,50,417,0,1.25545839,NA,815499,165440,11301,2693,893,142583,822,39669,24516,1040,439,41794,21624,1846,2380,900,594,40308,2025,392
W,Lake-type,L,51.85,-176.68,8,88,0,4.212500215,NA,275943,130057,15140,3767,788,30701,327,755190,276419,10716,13840,640157,365860,60389,54289,16137,5116,561372,55365,16680
Y,Lake-type,L,60.63,-152.43,28.5,55,0,1.801666771,NA,783207,91694,18352,8122,1995,120828,1204,229853,154907,2545,5048,80791,79935,2286,5035,284,398,74594,2401,286
Zeto,Lake-type,L,51.93,-176.56,6.1,0,0,4.327041884,NA,250522,148352,16487,5908,1734,49190,1067,508991,267003,11219,12466,454100,232427,70456,47226,9580,1456,297228,39551,9545
14-LOH-1,Lake-type,L,60.5,-150.32,26.2,84,0,2.260416766,NA,227275,523018,16322,3124,541,59358,329,1165710,719446,43212,42793,762123,527558,275563,138630,31665,10122,446520,102711,27169
AA,Lake-type,L,60.007,-159.143,22,113,0,-0.054166647,NA,164347,1545336,28842,36117,8865,55443,2580,1923550,403761,48332,20441,2785140,560645,150517,92924,394,30715,2151479,103335,23638
DD,Lake-type,L,60.48,-150.27,45,120,0,1.896250073,NA,274697,506091,54214,15726,2992,279012,2218,1453635,1168771,60438,118722,661786,501957,372436,208094,56178,24396,316884,99065,38907
FF,Lake-type,L,61.57,-151.56,35,294,0,0.461625059,6.5,180073,422034,38578,20800,5129,141149,1815,1692141,374375,17648,25020,3565758,1139521,11409,282772,2078,53001,2692919,280092,36122
GG,Lake-type,L,59.86,-159.35,67,92,0,0.455374976,7.5,1305878,85022,16733,5833,1792,81903,1146,1023960,293431,18817,9757,473685,295894,59889,36360,16314,3387,427187,40451,16008
JJ,Lake-type,L,60,-159.3,69,97,0,-0.167499992,NA,770111,376897,33453,9821,3731,475722,2643,266810,88367,7066,3402,192713,94203,18590,12996,5339,2446,176956,13902,4871
X,Lake-type,L,60.03,-150.37,24,681,0,1.285104209,NA,317293,156048,40420,25713,6465,197780,2916,1296708,186032,13684,16025,827285,259530,67754,14471,11327,403,559547,41237,9080
HH,Lake-type,L,61.08,-146.13,5,76,0,3.477083491,7,261416,751924,7852,2827,252,14480,113,1305963,291902,12659,20790,788211,352711,9308,160353,128,6301,476392,67086,8143
II,Lake-type,L,59.46326944,-161.1042028,53,143,0,0.295833285,NA,874756,20346,2320,566,381,8598,156,93466,63630,651,1575,100258,53894,9674,6880,1533,438,69460,7089,1945
R,Lake-type,L,59.05,-151.62,52,NA,NA,1.902125105,NA,797914,99276,52808,16714,3003,189319,2141,342696,193620,21409,17466,227305,145034,66371,36026,23099,410,204571,24218,17799
CC,Lake-type,L,62.85,-149.13,NA,719,0,-0.66083338,NA,1282508,118310,44029,13832,3292,208565,2331,716852,191937,21702,19291,415595,191328,76443,33323,30352,1115,424297,35921,22949
EE,Lake-type,L,61.15,-145.72,NA,720,0,-0.862916694,NA,359126,65912,3591,1286,474,17069,157,604446,136368,6855,1536,345945,147843,21492,15079,4653,473,220536,19396,4721
Z,Lake-type,L,61.4,-145.7,15,1016,0,-1.942500169,NA,341264,368781,49201,14728,3283,456420,2307,333719,158246,25427,8763,104266,80952,19855,12601,5041,2207,62636,7359,2541
U,Marine-type,L,60.96,-148.15,58,NA,NA,3.488750146,6,766118,21645,4967,2897,794,20796,350,170186,13873,1273,673,167636,29660,6184,3384,1129,5,129170,6714,572
N,Lake-type,L,68.32,-151.05,NA,837,0,-8.083333691,NA,140710,532774,10020,1472,665,5466,11,1019592,487261,30557,23685,432510,328095,137415,76087,9045,2480,262620,55922,9701
S,Lake-type,L,68.33,-151.05,55,837,0,-7.745417044,NA,364720,57137,12109,4340,648,53729,516,798342,201651,17313,4150,180796,40203,17481,6110,19441,2604,260857,33314,11927
SHN-01,Lake-type,L,68.3,-151.1,25,837,0,-8.399583618,NA,1384547,192366,50482,32091,7482,306560,3314,470604,463621,33078,44596,278315,276729,55576,89492,9332,9213,172843,36660,5996
P_2,Lake-type,L,68.22,-154.5,40,1215,0,-7.606250371,NA,957707,184663,28115,7988,2448,238980,1782,150575,62818,9680,2849,115490,84155,6554,8463,1999,774,85122,4977,1393
10-KU-2,Lake-type,L,68.35,-154.61,34,932,0,-8.115875408,NA,1430942,316358,42150,15449,5345,250855,1937,1003326,442497,19766,14896,537501,418779,53227,62432,7822,4761,269085,41155,4765
P1,Peat-type,P,46.8,6.2,0.095,840,0,9.6,3.5,,8028357,1122868,1419189,395935,216897,0,10605915,0,0,0,74672287,0,1234837,0,560598,0,124483484,3679577,968315
P2,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,12481012,2158766,2543667,794076,489269,0,21434195,0,0,0,135944702,0,2146117,0,1108497,0,215444272,9934917,1477035
P3,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,1631220,98915,124671,43204,19418,0,1355906,0,0,0,9172077,0,141993,0,80659,0,15192213,616305,204422
P4,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,5197290,378000,496367,195070,92926,0,8637776,0,0,0,59448563,0,882342,0,484723,0,101869575,7011055,703299
P5,Peat-type,P,46.8,6.2,0.0625,840,0,9.6,3.5,,3417953,194797,238571,95754,42110,0,2095676,0,0,0,12633148,0,197251,0,114316,0,17725665,460825,155073
P6,Peat-type,P,46.8,6.2,0.1375,840,0,9.6,3.5,,10262549,879828,1093037,421738,169157,0,6274374,0,0,0,41445116,0,645138,0,364769,0,55328921,1854460,482472
P7,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,2245772,163770,137424,67394,42151,0,1251052,0,0,0,10086349,0,115018,0,73405,0,19520347,330732,117010
P8,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,8372125,697855,982543,282350,193513,0,4774477,0,14427,18707,36769194,0,527568,0,293103,0,65911843,1575822,393886
P9,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,28402,0,0,0,0,0,87439,0,0,0,969210,0,0,0,0,0,1423792,0,0
P10,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,675008,110665,153816,48708,32375,0,1536144,99701,0,0,9736913,0,52022,0,51011,0,14814152,579782,81952
P11,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,51152,14298,16391,4488,0,0,93504,12748,12307,0,792268,0,5963,0,8832,0,991071,39435,12053
P12,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,8265610,806574,1156286,464078,232760,0,8002425,0,35987,35215,59092823,0,572121,0,375153,0,71036504,2804266,526541
P13,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,249790,37148,46686,14172,14307,0,303117,0,35987,35215,2144962,0,22162,0,23420,0,2292832,91081,18279
P14,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,5027196,383677,608133,186058,96449,0,2510165,0,9186,15635,28893102,0,295532,0,187318,0,39762500,1270885,208932
P15,Peat-type,P,46.8,6.2,0.06,840,0,9.6,3.5,,27303,0,0,0,0,0,122825,0,0,0,1238992,0,14451,0,15671,0,2254328,102702,44931
P16,Peat-type,P,46.8,6.2,0.145,840,0,9.6,3.5,,569482,78325,136729,41793,32637,0,852225,0,0,0,7276374,0,54361,0,37261,0,14276408,670589,57427
P17,Peat-type,P,47.3,2.3,0.08,154,0,11,4,,1787914,524987,571155,183733,3306412,0,9391693,0,1491531,116286,29921192,0,857250,554562,177020,0,25799673,2701996,380008
P18,Peat-type,P,47.3,2.3,0.19,154,0,11,4,,20250269,4728751,5232364,1589823,27666848,0,147115165,0,2279126,8022544,447361295,0,17663059,0,5797513,0,585249308,68392353,9247896
P19,Peat-type,P,47.3,2.3,0.06,154,0,11,4,,11016662,1017985,944100,256948,720103,0,46481807,0,230192,195155,239492267,0,5713653,0,3370244,0,404858872,8126967,4337534
P20,Peat-type,P,47.3,2.3,0.18,154,0,11,4,,89869139,7029636,7758345,2212458,6581204,0,204319972,0,2030285,1172325,867020988,0,38208313,0,20727871,0,1356223236,63851758,42255215
P21,Peat-type,P,46.6,8,0.075,1885,0,1.5,4.6,,4166745,58946,46840,11252,40609,0,7461159,0,0,0,42854855,0,363440,0,200194,0,47920753,349315,346348
P22,Peat-type,P,46.6,8,0.175,1885,0,1.5,4.6,,20774284,1991156,2234919,239547,1218081,0,27213932,0,48359,55523,213373154,0,2485879,0,1359609,0,357993443,11140732,11140732
P23,Peat-type,P,46.6,6.2,0.075,1040,0,9.6,4.3,,1148353,63086,61873,6073,29601,0,1284569,0,0,0,13967411,0,102563,0,49504,0,30010941,908336,222208
P24,Peat-type,P,46.6,6.2,0.175,1040,0,9.6,4.3,,365354,44881,46985,2813,38749,0,550405,0,0,0,4889714,0,69589,0,58658,0,10419363,348135,100209
P25,Peat-type,P,46.7,7.4,0.075,1406,0,4.3,4.8,,560400,12156,11129,4002,20663,0,1490341,0,0,0,10157727,0,92351,0,54423,0,16870776,272393,203915
P26,Peat-type,P,46.7,7.4,0.175,1406,0,4.3,4.8,,8549807,415809,453876,21852,10119,0,19897079,0,79317,326912,66187526,0,1161231,0,664987,0,76709918,4193480,789253
P27,Peat-type,P,47,7.4,0.075,585,0,9,4.3,,745305,47281,37274,0,0,0,1935314,0,0,0,29301305,0,104920,0,11954,0,46511967,1030927,193616
P28,Peat-type,P,47,7.4,0.175,585,0,9,4.3,,20615397,460313,538980,205413,0,0,14131772,0,45006,65877,152424159,0,1304511,0,492552,0,226745591,2701304,1366417
P29,Peat-type,P,-9.4,33.8,0.015,663,0,24.4,5.4,,47558799,1502742,2135485,783849,1936112,56719,3829078,2301814,158413,108761,42366454,15212284,1198599,741080,273200,68489,247683185,7422747,2296726
P30,Peat-type,P,-9.4,33.8,0.15,663,0,24.4,5.4,,74481080,2499695,2883757,805115,1103122,66242,6074415,3686515,218828,256336,64318516,25564684,1388329,1558137,280124,46053,321006396,10352390,2692256
P31,Peat-type,P,-9.4,33.8,0.3,663,0,24.4,5.4,,132808739,5313616,5864037,1186257,2151456,58272,9595466,8516047,301034,113228,84576371,61798068,2059539,6749109,417886,222316,416412255,20917391,3715808
P32,Peat-type,P,-9.4,33.8,0.45,663,0,24.4,5.4,,68396879,2954998,2928654,1555302,2128298,82455,3110527,1992709,125213,184103,42145846,14427602,1147766,774379,381242,0,308378193,14258910,3418192
P33,Peat-type,P,54.3,22.9,NA,148.5,0,6.3,NA,,7773345,2129312,2776656,1298834,150200,0,3526146,0,0,0,46686482,0,2135086,0,897192,0,109077625,3003145,2730115
P34,Peat-type,P,54.3,22.9,NA,148.5,0,6.3,NA,,56481268,4689139,4408534,2519029,5030800,0,21660453,0,200658,211171,244526340,0,8485584,0,4349060,0,416391457,21792308,9635828
P35,Peat-type,P,56.6,26.5,NA,100,0,5,NA,,530695,33455,58390,30683,0,0,269893,0,0,0,3849613,0,27642,0,28378,0,8213434,207923,92802
P36,Peat-type,P,56.6,26.5,NA,100,0,5,NA,,2891819,245905,257341,172782,5491,0,1399804,0,0,0,18827316,0,175555,0,166316,0,29414723,321710,419167
P37,Peat-type,P,47.6,24.8,NA,1540,0,2.3,NA,,1884758,163187,213119,132900,138934,0,1592374,0,0,0,12235235,0,281723,0,154529,0,17395965,455093,170648
P38,Peat-type,P,47.6,24.8,NA,1540,0,2.3,NA,,8136268,503165,597065,211402,323157,0,8061817,0,0,0,59115631,0,1400196,0,846206,0,103134319,1901523,1160515
P39,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,42703090,1512613,719811,107294,53573,0,72569259,10012173,250665,346160,316939346,0,11500918,2166740,2451390,0,234450873,26340740,5208537
P40,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,9847604,235458,45234,0,0,0,32393650,5048410,190069,187888,121557779,16517350,5950180,2093325,546586,0,73131587,12036143,1632896
P41,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,6572603,143713,21105,4019,5470,0,12919795,2325246,62564,74628,52510057,6994610,1255115,636953,121181,0,33989868,2814569,288243
P42,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,460337,35344,56129,12219,115013,0,3891815,783474,53200,56147,18341761,4317540,1225421,567463,345863,51485,16256835,4017468,1255043
P43,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,16530805,1010490,205226,21073,9672,0,54564110,7692318,152192,196782,207611159,0,6086978,1031183,1059778,0,117037310,11377576,1690530
P44,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,17802025,799247,212509,10483,0,0,62014150,7196025,158619,177408,232855922,0,5098033,996762,972517,0,145879488,10114410,1555137
P45,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,7185873,370863,131802,6030,0,0,21833705,1984589,55320,60394,94565600,0,1867058,0,471804,0,57339670,3470398,721958
P46,Peat-type,P,32.8,102.5,NA,3500,0,-1,5.5,,19548325,637452,82654,0,0,0,65701138,11159423,286536,201699,181308430,24488150,6680371,2650467,719807,0,102354381,13302644,1589794
P47,Peat-type,P,-54.7,-68.3,0.21,180,0,4.5,5.4,,984734,129761,192965,70332,0,0,907063,0,44667,0,8522795,0,110562,0,50954,0,16902751,1806622,145800
P48,Peat-type,P,-54.7,-68.3,0.23,180,0,4.5,5.4,,781823,150690,228399,0,0,0,2279089,0,0,0,19142668,0,156813,0,95647,0,30132979,826100,52166
P49,Peat-type,P,-54.7,-68.3,0.25,180,0,4.5,5.4,,950865,0,0,0,0,0,2030595,0,0,0,13498319,0,84248,0,33746,0,15728384,770337,73563
P50,Peat-type,P,-54.7,-68.3,0.27,180,0,4.5,5.4,,1331667,262355,249341,94043,0,0,5234701,2330350,0,0,53534558,0,602596,0,215732,0,52117523,906523,219606
P51,Peat-type,P,-54.7,-68.3,0.29,180,0,4.5,5.4,,10687251,1781290,1565078,807723,0,0,19487932,0,0,0,110324802,0,1716940,0,472908,0,72638915,740571,648676
P52,Peat-type,P,-54.7,-68.3,0.31,180,0,4.5,5.4,,10652613,2081106,3024725,880597,0,0,30390453,15038672,113925,124169,242805410,0,3319234,0,1510554,0,186919873,3028276,1075618
P53,Peat-type,P,-54.7,-68.3,0.33,180,0,4.5,5.4,,12450749,1131167,1394253,716687,0,0,31544044,0,0,0,94345245,85051419,1921706,0,819222,0,125200875,1670896,655086
P54,Peat-type,P,-54.7,-68.3,0.35,180,0,4.5,5.4,,22364337,1665353,3086945,1671766,0,0,60159327,0,0,0,196897867,0,2871255,0,949493,0,104121205,1587501,954958
P55,Peat-type,P,-54.7,-68.3,0.37,180,0,4.5,5.4,,16096795,1023232,1358612,1531554,0,0,55603695,0,0,0,164170665,0,2092241,0,607798,0,88593403,1165842,825948
P56,Peat-type,P,-54.7,-68.3,0.39,180,0,4.5,5.4,,16569402,943664,1808189,1692570,0,0,38770924,0,0,0,146272415,0,1764690,0,714513,0,76990747,882175,975041
P57,Peat-type,P,-54.7,-68.3,0.41,180,0,4.5,5.4,,18611059,1045420,2475539,2040411,0,0,38952991,16237569,0,0,147612276,0,2874891,0,1439484,0,133238932,1977520,792464
P58,Peat-type,P,-54.7,-68.3,0.43,180,0,4.5,5.4,,16266106,910385,2027447,1856507,0,0,35786054,0,0,0,100998763,0,1555285,0,515578,0,53732346,1427596,740327
P59,Peat-type,P,-54.7,-68.3,0.45,180,0,4.5,5.4,,23281837,990082,2584218,2126174,0,0,68471388,0,0,0,233044551,0,3381041,0,1665073,0,138562451,2125481,1061697
P60,Peat-type,P,53.1,-8,0,60,0,8.3,4,,379456,12063,7890,2721,10102,194,89765,10443,0,0,800797,0,35599,0,19363,0,1279148,84537,48243
P61,Peat-type,P,53.1,-8,0,60,0,8.3,4,,518485,16382,15519,5740,6662,198,123658,13378,0,0,1040473,0,49334,0,24883,0,1506589,116636,58547
P62,Peat-type,P,53.1,-8,0.02,60,0,8.3,4,,236445,7022,4505,1597,8115,0,64926,0,0,0,578723,0,30510,0,16190,0,850076,61383,42990
P63,Peat-type,P,53.1,-8,0.02,60,0,8.3,4,,315619,10304,8222,2989,7325,0,49484,0,0,0,445624,0,22146,0,9823,0,640944,51332,27370
P64,Peat-type,P,53.1,-8,0.04,60,0,8.3,4,,89879,3029,1959,351,6827,0,21202,0,0,0,203856,0,7273,0,2114,0,297181,22426,12097
